53	4	0	0	2.78	0.11	183.42	196.44	1365.41	30.41
53	4	0	1	0.01	0.55	52.34	193.48	1365.41	30.41
53	4	0	2	0.99	0.69	247.68	238.15	1365.41	30.41
53	4	0	3	2.78	0.11	137.79	194.86	1365.41	30.41
55	0	1	0	2.50	0.61	112.62	211.74	1236.51	484.14
55	4	1	1	2.61	0.59	247.05	206.20	1365.41	30.41
55	0	1	2	3.05	0.59	16.06	205.36	1571.39	503.85
55	0	1	3	3.23	0.60	-79.66	209.80	1375.86	479.11
71	0	2	0	3.45	0.58	-227.40	205.27	1358.07	474.20
71	0	2	1	3.50	0.59	-265.23	205.57	1308.66	469.02
71	0	2	2	3.46	0.58	-278.27	205.18	1347.10	479.84
71	0	2	3	3.18	0.58	-92.86	204.32	1338.54	466.25
63	0	3	0	3.18	0.59	-96.26	205.67	1602.79	519.25
63	4	3	1	2.78	0.59	-296.45	206.98	1365.41	30.41
63	0	3	2	3.29	0.58	-249.08	204.41	1511.98	515.89
63	0	3	3	3.26	0.59	-97.48	208.11	1531.50	504.72
0	4	4	0	1.85	0.57	851.84	200.84	1365.41	30.41
0	4	4	1	2.11	0.57	762.54	201.36	1365.41	30.41
0	4	4	2	2.17	0.57	695.32	200.85	1365.41	30.41
0	4	4	3	2.12	0.58	794.86	205.12	1365.41	30.41
62	0	5	0	2.98	0.58	-47.24	205.05	1443.56	497.32
62	4	5	1	2.78	0.11	0.00	0.00	1365.41	30.41
62	0	5	2	2.49	0.59	167.28	206.10	1561.20	535.41
62	0	5	3	2.66	0.60	-99.20	210.40	1096.49	481.10
48	4	6	0	1.36	0.62	106.15	215.99	1365.41	30.41
48	4	6	1	0.61	0.59	113.41	205.11	1365.41	30.41
48	0	6	2	2.00	0.61	248.21	211.80	1126.57	478.20
48	4	6	3	0.87	0.61	338.83	211.60	1365.41	30.41
43	4	7	0	0.47	0.76	430.33	261.29	1365.41	30.41
43	4	7	1	1.93	0.68	-85.61	235.44	1365.41	30.41
43	0	7	2	3.25	0.61	-201.62	214.20	1538.78	541.89
43	0	7	3	3.69	0.68	-375.47	235.99	1358.30	554.39
38	4	8	0	1.54	0.62	-137.10	216.27	1365.41	30.41
38	4	8	1	0.33	0.57	168.91	201.21	1365.41	30.41
38	0	8	2	2.93	0.68	-84.04	236.49	1146.45	522.93
38	4	8	3	2.04	0.63	-76.27	219.58	1365.41	30.41
42	4	9	0	0.45	0.57	50.58	198.85	1365.41	30.41
42	4	9	1	2.78	0.11	410.84	201.79	1365.41	30.41
42	0	9	2	2.82	0.60	45.95	210.66	1287.77	475.22
42	4	9	3	0.35	0.65	534.87	225.21	1365.41	30.41
59	4	10	0	2.78	0.11	63.00	193.44	1365.41	30.41
59	4	10	1	2.78	0.11	60.93	193.40	1365.41	30.41
59	4	10	2	2.78	0.11	71.37	193.39	1365.41	30.41
59	4	10	3	2.78	0.11	59.78	193.43	1365.41	30.41
39	4	11	0	0.04	0.55	21.65	193.37	1365.41	30.41
39	4	11	1	2.78	0.11	66.86	193.56	1365.41	30.41
39	4	11	2	2.78	0.11	67.42	193.38	1365.41	30.41
39	4	11	3	2.42	0.86	-200.75	296.34	1365.41	30.41
46	4	12	0	0.01	0.55	27.78	193.37	1365.41	30.41
46	4	12	1	2.78	0.11	39.15	193.35	1365.41	30.41
46	4	12	2	2.78	0.11	42.27	193.35	1365.41	30.41
46	4	12	3	0.01	0.55	26.65	193.34	1365.41	30.41
45	4	13	0	2.78	0.11	34.41	193.41	1365.41	30.41
45	4	13	1	0.01	0.55	28.61	193.36	1365.41	30.41
45	4	13	2	2.78	0.11	67.40	193.42	1365.41	30.41
45	4	13	3	2.78	0.11	39.70	193.36	1365.41	30.41
75	0	14	0	3.92	0.73	-505.36	255.07	1378.23	604.83
75	0	14	1	3.58	0.60	-298.01	211.08	1279.38	475.91
75	0	14	2	3.42	0.59	-355.38	206.59	1387.92	506.82
75	0	14	3	2.99	0.62	-3.61	217.02	1252.07	477.24
64	4	15	0	2.78	0.11	31.88	193.36	1365.41	30.41
64	4	15	1	2.78	0.11	39.78	193.41	1365.41	30.41
64	4	15	2	2.78	0.11	54.94	193.46	1365.41	30.41
64	4	15	3	2.78	0.11	65.04	193.79	1365.41	30.41
66	4	16	0	0.01	0.55	26.14	193.40	1365.41	30.41
66	4	16	1	2.78	0.11	44.44	193.46	1365.41	30.41
66	4	16	2	0.01	0.55	43.96	193.41	1365.41	30.41
66	4	16	3	2.78	0.11	36.83	193.47	1365.41	30.41
